Evaluations,Fitness
1,(np.float64(-0.623558360361174),)
4,(np.float64(-0.7770816867407019),)
5,(np.float64(-3.373483938257775),)
87,(np.float64(-3.7142347890550202),)
128,(np.float64(-3.723673552589097),)
232,(np.float64(-3.751003692776996),)
330,(np.float64(-3.784444443343314),)
464,(np.float64(-3.8170667032420473),)
559,(np.float64(-3.830021732710314),)
635,(np.float64(-3.83551296418909),)
700,(np.float64(-3.853939025480825),)
1096,(np.float64(-3.8569889723239683),)
1168,(np.float64(-3.8589002736121554),)
1264,(np.float64(-3.8591411136837985),)
1366,(np.float64(-3.8604857425443884),)
1460,(np.float64(-3.860517764482893),)
1730,(np.float64(-3.8605916958020723),)
1971,(np.float64(-3.860605428798143),)
2020,(np.float64(-3.8606296550815955),)
2051,(np.float64(-3.8606615514244673),)
2151,(np.float64(-3.860664104119545),)
2351,(np.float64(-3.8606713366147303),)
2372,(np.float64(-3.860690216766963),)
2544,(np.float64(-3.860691579472695),)
2631,(np.float64(-3.8606981301018104),)
2712,(np.float64(-3.860699820457777),)
2720,(np.float64(-3.860699980348773),)
2742,(np.float64(-3.8607139103539803),)
2937,(np.float64(-3.8607181491609777),)
3016,(np.float64(-3.860719509408386),)
3067,(np.float64(-3.8607198370736464),)
3086,(np.float64(-3.86072400392501),)
3193,(np.float64(-3.8607241734865667),)
3299,(np.float64(-3.860724525747164),)
3313,(np.float64(-3.860724620806705),)
3316,(np.float64(-3.8607262466279577),)
3397,(np.float64(-3.8607283891804216),)
3582,(np.float64(-3.860728495597675),)
3751,(np.float64(-3.860728554095242),)
3761,(np.float64(-3.8607289419227184),)
3805,(np.float64(-3.8608628995776533),)
3949,(np.float64(-3.8608644541372192),)
4100,(np.float64(-3.8608646325284863),)
4138,(np.float64(-3.860864640942698),)
4223,(np.float64(-3.8608660884676262),)
4363,(np.float64(-3.860877828715903),)
4408,(np.float64(-3.860878703971207),)
4461,(np.float64(-3.8608835906384504),)
4635,(np.float64(-3.8608850015831675),)
4687,(np.float64(-3.860885001612453),)
4710,(np.float64(-3.8608850946907705),)
4879,(np.float64(-3.8608852901077255),)
4909,(np.float64(-3.8608858322102177),)
5044,(np.float64(-3.8608858371830066),)
5072,(np.float64(-3.860885845370517),)
5115,(np.float64(-3.86088585450225),)
5138,(np.float64(-3.8608860663838143),)
10645,(np.float64(-3.860887326236965),)
10802,(np.float64(-3.8608873262369716),)
10831,(np.float64(-3.8608873298625657),)
10995,(np.float64(-3.860887331929916),)
11084,(np.float64(-3.8608873319392005),)
11186,(np.float64(-3.860887331939218),)
11235,(np.float64(-3.860887331946028),)
11295,(np.float64(-3.860887331946085),)
11458,(np.float64(-3.860887331946101),)
11616,(np.float64(-3.8608873319461257),)
11773,(np.float64(-3.8608873319461416),)
11806,(np.float64(-3.860887331946142),)
11831,(np.float64(-3.860887331946201),)
12245,(np.float64(-3.860887331946216),)
12258,(np.float64(-3.8608873319462536),)
12468,(np.float64(-3.8608873319462833),)
12686,(np.float64(-3.860887331946285),)
13097,(np.float64(-3.860925018074255),)
